area,bedrooms,bathrooms,stories,parking,age,price
2062,3,4,4,2,24,10226403
3002,1,2,3,1,15,14259153
897,1,4,3,2,16,5415308
3255,3,5,4,2,7,16609313
1453,5,5,1,2,5,9018199
3367,3,2,1,2,7,16417137
3860,3,2,3,2,25,17601314
4429,5,4,4,3,0,23342205
1978,1,2,2,1,3,9612207
1115,4,1,1,2,17,5838276
3897,2,5,2,3,18,18886460
4465,2,5,4,1,26,21428824
1124,3,2,3,2,25,5686544
1922,5,1,4,3,9,10614010
1440,4,1,2,1,24,6771628
4939,5,5,1,3,0,24695827
3155,1,1,2,3,9,14702417
1149,2,1,2,1,23,5457972
529,1,4,3,2,11,4073622
2724,1,4,3,3,19,12802167
1058,1,3,4,3,4,6777923
4321,3,1,1,2,5,20569963
4164,3,3,2,0,7,20597871
3762,1,4,3,2,23,17598222
2045,2,1,3,3,4,10998406
2448,6,5,2,3,17,13807571
585,4,1,1,2,10,3849571
1757,2,2,4,3,2,9487404
4854,3,5,1,3,0,23793300
3489,1,1,4,3,19,16538668
4459,6,2,1,1,11,21542689
1570,1,1,2,2,4,7614849
2358,6,2,4,0,26,11892702
2119,4,5,3,1,18,11839170
1344,3,5,3,2,25,6978959
1133,4,2,4,0,9,6979262
1850,1,4,3,3,9,9954799
1406,3,2,3,3,26,6826795
3875,2,4,2,2,19,17971101
4736,5,2,1,1,9,23196861
4348,6,4,2,3,22,21993749
4277,4,2,3,2,6,21362719
3004,2,3,3,3,16,14687472
1849,5,4,3,3,3,11074455
3826,6,3,2,0,26,18281303
884,2,3,1,2,4,5135244
4357,5,4,1,0,23,20458760
2851,1,5,1,3,22,13351048
4456,2,4,4,1,9,22123678
1874,4,4,2,1,11,10057411
1759,1,2,4,1,1,9389856
1192,6,3,1,0,21,6712219
1714,4,2,1,0,24,8245465
2010,2,4,3,0,8,10510209
3189,4,5,1,0,20,15269470
4773,3,2,2,1,10,22818990
4821,6,3,4,2,5,24310085
4913,6,2,3,3,21,23944118
4442,4,1,3,1,27,20713037
662,2,2,4,1,23,3344825
4309,6,2,4,2,0,21935280
2161,2,5,1,0,22,10541556
955,4,3,4,3,2,7304167
3053,3,2,4,3,7,15971437
3161,3,3,1,2,5,15996949
2536,1,4,4,1,23,12301591
1001,6,4,4,2,25,7059505
2692,5,2,2,2,30,12756428
3778,5,1,3,2,27,17723310
2000,6,3,2,3,17,11377620
2322,3,4,2,1,26,11585914
4685,1,2,2,0,29,20637286
2404,3,3,2,1,1,12357570
2384,4,3,1,1,4,12385358
4396,3,1,3,1,22,20690712
4257,2,1,2,1,11,19353499
3155,1,4,1,1,7,15558904
1581,3,1,1,3,22,7158635
3495,3,3,4,0,25,16693809
2685,6,1,3,1,4,14871354
2950,3,4,3,0,2,15447572
1780,3,3,1,1,10,9003867
4683,1,4,1,0,27,20735084
3328,1,3,2,2,19,15192263
1060,5,4,1,2,22,6341364
3072,3,4,1,3,13,15660283
2389,2,5,2,2,13,11958482
642,4,1,4,1,27,4032464
1109,6,5,3,3,7,8021789
1576,1,1,4,3,30,6568711
3061,1,3,2,0,10,14611104
3657,5,3,4,3,14,19176378
1133,3,2,2,3,0,7455749
4638,1,5,1,0,1,21853467
2830,4,1,1,1,19,13091027
4477,5,5,1,1,1,22641199
3700,6,1,4,1,17,18548408
1432,4,5,4,2,2,9397063
3393,4,5,1,2,20,16355393
3627,3,4,2,3,15,17556151
4792,1,1,4,1,22,21675993
1782,1,5,1,2,14,8630834
2082,4,2,3,3,9,10787604
4318,5,2,1,1,1,21836984
3779,5,4,3,0,20,18523204
3339,3,5,2,3,14,17260513
1150,3,4,4,2,18,6312034
4061,4,5,4,3,11,20396199
3265,4,1,1,3,9,15964035
4031,1,3,3,3,6,19307921
2539,1,5,1,3,6,12992661
1700,1,1,2,2,16,8225450
3335,4,3,2,1,24,16000042
4406,4,2,1,1,3,21423915
4556,6,5,4,0,18,23322788
1817,4,1,3,2,17,9380326
1759,1,1,2,2,21,7425873
1634,3,3,3,2,0,9693156
973,3,3,1,0,21,5069461
2210,5,4,4,3,7,12840708
4677,4,2,3,3,3,23157256
2257,1,2,3,1,16,10336934
986,1,1,1,2,7,4765069
1789,5,3,2,0,15,9925739
2777,1,4,4,2,8,13929889
3674,2,5,4,1,11,17887622
4775,5,4,2,1,10,23350242
4205,3,4,1,0,5,20156083
2546,1,2,2,2,1,12497364
3631,6,4,4,0,5,19166385
1145,6,3,1,2,3,8220364
4731,6,2,1,2,2,23672370
3797,4,1,1,1,6,18543745
1541,4,5,3,2,15,9200225
775,5,5,4,1,13,5624424
3173,2,4,4,2,26,15256952
2808,3,3,2,0,4,13903846
2626,6,5,2,2,17,14337655
3718,2,1,2,3,7,17765466
1129,3,3,1,1,30,4907752
1400,5,1,2,3,21,7449138
1497,3,1,2,3,0,8338350
1198,1,3,4,0,27,5566714
1516,1,5,2,2,27,7766064
3599,6,5,2,2,23,18355319
3852,5,5,2,2,2,19781465
2305,3,1,3,0,6,11914823
1071,5,1,1,0,9,5729679
3300,1,2,2,2,20,14671471
4144,5,1,3,2,14,19838425
4615,3,4,1,2,25,21117586
3665,4,1,3,3,16,17565511
1066,1,2,1,2,25,4943452
3397,4,3,3,3,4,18128836
1749,4,3,4,2,25,8777807
4227,6,3,1,1,6,21771022
4184,3,3,4,0,19,20466354
2381,2,5,1,1,12,12248618
2866,1,2,4,2,2,13801516
3656,1,2,2,3,24,16900365
4193,3,2,1,0,11,19781159
3748,2,1,1,0,0,17875746
3826,6,3,3,3,25,18716217
1857,3,2,4,0,12,10132746
2864,1,1,3,3,9,14184758
4768,4,4,3,3,24,23172451
4750,5,3,3,0,14,22737705
2518,4,1,1,0,29,11866365
4235,4,1,1,3,15,20653316
2317,6,4,3,2,19,12433353
2154,1,4,1,0,29,9920955
1105,4,1,4,0,1,6714037
693,2,1,3,2,9,3708814
3421,3,5,4,3,8,17532998
2403,2,5,3,3,22,12534080
3305,3,2,2,0,15,16036357
717,2,2,3,1,29,2827823
953,3,5,2,3,20,5712353
3350,2,4,1,3,20,16296861
4238,2,1,4,1,30,19166512
2985,4,2,3,3,22,14940383
1747,2,5,3,3,27,8707078
2495,5,2,4,3,17,13152751
1257,3,1,2,2,18,6067010
1518,4,5,4,3,29,8015999
4026,1,3,3,0,15,19132106
2375,3,4,2,0,28,11539432
1494,4,2,3,0,12,8404367
2039,3,3,4,2,12,10594260
4883,6,5,4,0,3,25707768
2924,6,3,3,3,0,16696096
2390,5,2,3,1,15,12684400
1311,6,5,4,3,30,8383167
1736,3,3,2,0,10,8637012
1922,4,1,1,0,21,8733100
1410,6,1,1,2,13,7622384
3901,1,5,4,1,17,18474951
2567,6,5,1,1,30,12693481
2392,1,1,2,1,16,11259163
2981,6,4,1,3,15,15348567
2110,6,2,1,0,8,11642628
2649,5,1,4,3,30,13179107
2507,6,4,3,2,23,13320843
1075,5,2,2,0,24,5893566
4980,2,2,1,3,6,23847116
1168,5,4,3,0,15,7159079
1017,6,2,1,1,6,6660044
2644,1,4,2,3,16,12496468
3095,6,5,1,3,27,15812404
4059,3,1,2,1,7,19735017
1054,6,5,2,1,10,7089708
4871,2,4,4,0,5,23568519
2469,4,5,3,2,27,13012354
1855,2,3,2,3,24,8717259
2614,3,5,3,1,25,13429571
4016,6,5,4,0,27,20548724
1451,1,3,2,1,1,7726283
2609,1,5,1,2,17,12564454
4423,1,3,3,2,19,20711094
957,6,4,2,3,16,6708672
927,2,3,1,1,0,5869385
2682,4,2,4,1,3,14151491
1962,6,4,4,0,6,11381834
2058,3,5,3,0,17,11095985
554,2,5,3,2,21,3842308
4511,4,2,4,1,19,22020424
3440,4,5,3,2,2,18321737
1696,3,4,3,0,2,9249518
4427,6,2,4,3,0,22750527
4822,4,2,3,3,30,22733653
4293,4,1,1,1,11,20912628
2889,6,2,2,1,0,15935672
618,5,1,3,3,30,3492352
762,6,5,2,1,20,5394023
1641,5,4,2,1,25,8450504
822,4,5,2,0,5,6116603
4115,2,4,3,2,17,19583385
1723,2,1,4,1,0,8820664
4179,1,5,3,1,17,19798289
2575,6,1,4,1,15,13680352
4021,2,4,3,0,5,19849551
3180,3,3,1,0,0,15841086
1161,1,5,1,2,22,5838388
2596,6,2,2,3,28,12763317
2203,6,1,1,1,13,11024756
4201,2,2,2,2,1,20015499
4833,2,1,2,2,21,21647760
2749,2,4,3,1,18,13040801
4061,5,2,1,0,27,18910228
3747,2,1,4,3,19,17515733
4360,6,3,1,1,6,22369812
511,3,3,3,2,2,4838168
654,4,1,4,3,8,4951472
4303,1,1,3,2,25,19533554
3213,5,1,1,2,23,15546248
1278,4,4,3,1,18,7892293
3882,6,2,1,1,9,19069550
1474,3,1,3,0,20,7322463
3841,5,5,4,0,23,19488255
2098,1,3,2,2,11,9958559
2503,6,2,2,0,10,13291158
4991,2,4,4,2,7,24176335
2720,6,1,3,3,12,14072826
3284,6,2,3,0,24,15839680
1212,1,3,2,2,10,6385148
4066,2,4,4,1,12,19339338
2310,1,4,3,0,7,11115837
2586,3,5,1,3,3,14214416
4952,4,1,3,1,5,24122742
2303,3,3,3,2,19,11985493
1983,1,3,3,3,14,9710276
4144,4,5,1,0,21,19645517
4179,5,5,2,0,22,20325787
3214,4,4,2,3,27,15475263
3163,6,1,1,3,0,16759684
3421,5,5,4,0,25,17537761
1393,3,2,2,0,24,6383569
2150,4,5,4,0,0,12934880
4710,2,3,4,3,21,22529684
1076,2,5,2,0,21,6157404
4561,3,4,1,0,23,20982886
4425,5,5,2,3,3,23026669
3189,6,4,1,1,6,16946672
4479,6,5,3,1,16,22588749
4695,4,5,1,2,24,22223760
4329,4,2,1,0,20,19734770
4352,2,4,3,2,25,20174133
3061,4,3,3,2,3,16465788
854,4,4,2,3,4,6147332
3312,3,2,3,3,26,15525884
1393,6,4,1,2,7,8725941
4722,2,5,3,0,14,22950836
4015,3,5,3,3,16,20210567
2326,6,4,3,3,21,13103101
1090,4,4,3,1,9,7215085
819,4,2,1,3,20,4937966
1301,6,4,4,3,3,9627416
2083,3,1,1,3,16,10184070
2285,4,5,2,1,6,12289458
4604,3,3,1,1,28,20766275
3848,5,5,3,1,30,18947252
3228,6,1,2,1,2,17128138
1632,6,4,3,1,5,10224877
2448,3,3,1,2,19,11888373
1776,3,5,1,1,4,9576174
2512,3,4,4,0,9,13098471
3201,1,5,2,2,10,15590527
3323,6,4,1,1,1,17296443
3867,1,4,3,0,6,18589906
3032,3,3,3,3,25,14554651
1410,2,1,2,0,30,6110706
1708,4,1,4,2,0,9844856
3819,1,2,2,1,29,16902800
2440,6,1,3,3,9,13077044
3934,5,3,2,0,29,18422137
3539,3,3,3,2,1,17657693
3841,2,3,4,0,15,18357130
4491,5,5,3,1,7,23087054
1621,4,4,2,0,8,9405826
3867,1,1,2,1,12,17794538
3588,6,2,4,0,5,19188944
2005,2,1,4,2,30,8976036
691,4,1,4,0,13,4634064
4286,1,1,3,0,5,19527551
957,2,5,2,2,9,6097810
771,4,4,4,1,29,4339567
3632,2,1,2,1,24,16563593
2394,5,1,2,3,25,12003314
1701,1,1,3,1,0,8708219
1196,2,2,4,0,27,5190356
1531,2,5,2,3,14,8674461
2791,2,4,1,2,9,14010081
3155,4,5,4,1,28,15771597
1690,1,4,2,1,5,9081631
4747,6,1,1,1,13,23066446
934,3,3,4,3,11,6080716
3154,2,3,4,3,0,16678671
3915,6,1,4,2,14,19380691
2605,3,2,3,3,6,13447555
4315,6,3,4,3,17,22317656
4893,3,1,4,0,25,22699229
2733,4,3,4,3,14,14611603
933,4,1,2,3,30,5164531
1754,5,3,2,3,16,9357274
1616,5,2,4,0,22,8847179
3593,3,1,4,0,0,17726693
2104,4,1,4,0,10,10874000
3758,5,5,1,1,2,19784489
3788,4,3,4,2,20,18213217
1682,4,5,2,0,28,8351662
2650,2,5,3,1,11,13729906
2712,1,4,1,0,18,12687266
1201,5,5,3,0,16,7515865
522,6,1,4,0,22,3888425
3779,4,1,3,1,1,18908332
4328,6,1,1,3,26,20425087
976,3,2,2,3,17,5549105
3555,6,4,4,3,22,18056533
2905,4,1,1,2,2,14318539
786,5,1,1,3,1,5991843
1369,4,5,3,0,23,7345689
596,3,1,2,2,21,3035101
4379,2,2,2,0,2,20418035
1910,5,4,3,3,8,11424919
4274,6,3,2,3,10,21856905
4197,6,3,3,1,11,20945199
3642,6,5,3,1,1,19483944
1183,4,3,1,2,24,6527215
2230,4,3,1,2,2,12529197
2037,2,4,2,3,25,9860832
3739,6,5,4,3,17,19296308
3586,1,5,3,2,15,17641070
1224,4,3,1,2,16,6670763
3702,5,5,1,2,8,19225804
785,5,1,2,2,16,4852735
1900,3,1,3,3,8,9778431
3209,1,5,4,1,5,15961490
3562,2,3,2,3,23,16798878
1395,1,1,1,0,29,5712692
4744,3,1,3,3,21,22092901
4691,5,5,3,1,26,22533505
1125,2,3,4,0,16,6260860
2217,1,4,2,2,22,10959009
4857,1,1,2,1,21,22106624
3929,3,2,3,3,21,19158221
1599,1,3,3,2,17,8261869
1843,5,5,4,0,22,10432877
1654,1,3,4,2,19,8457248
4922,3,4,3,3,0,24408002
1929,5,2,4,0,15,10686584
4986,3,4,2,0,8,23987657
1143,4,2,4,2,17,6243222
2723,3,2,2,3,14,13859755
4005,5,5,4,3,30,19915998
3208,3,3,3,2,28,15159871
2915,1,2,3,0,3,14580163
1615,6,5,2,3,28,9728980
526,6,3,4,1,22,4342716
3226,6,1,2,2,12,16856327
2541,5,5,1,0,4,14265614
2783,5,3,3,3,19,14177676
3956,6,3,4,0,29,19782178
1072,3,4,4,1,22,5762740
2466,1,4,1,3,10,12290080
2567,5,1,3,1,3,13548666
787,2,2,4,2,7,4751626
933,2,4,2,3,2,6161475
3890,6,2,3,2,14,20069573
3384,4,2,1,0,4,16933929
1126,2,5,1,3,17,6655600
2023,5,4,1,3,13,10784842
3112,6,3,3,2,16,16174835
3585,2,3,4,2,22,17406363
2928,1,5,1,1,20,14122023
4778,2,3,2,0,30,21180679
4786,6,5,4,3,18,23880519
3089,5,3,4,2,5,16613435
4608,2,5,3,3,28,21223752
3189,2,1,2,0,21,14131416
1872,5,5,4,0,25,10543221
1872,2,2,1,1,27,8277604
3626,5,4,3,1,25,17881009
4436,5,4,2,3,30,21429886
3268,2,4,2,3,23,15453115
738,6,2,2,0,16,5478107
4457,4,5,2,2,14,21640379
559,4,2,2,1,8,4284204
3342,6,3,4,1,10,18072974
3983,2,2,2,3,15,18949114
799,1,3,3,1,10,4602021
3420,6,5,4,1,1,19327253
1530,4,2,2,1,17,7896120
4171,1,3,2,2,1,20419880
1748,3,3,3,2,29,8496487
4769,5,2,4,3,20,22801056
2901,1,1,4,3,17,13668043
1066,3,5,4,2,12,7308679
4270,2,5,4,2,12,21153291
583,3,3,3,3,15,4405853
2369,2,2,2,0,30,10683790
1835,3,5,3,2,17,9945344
4085,1,1,4,1,7,19442795
2644,3,5,3,1,13,13485925
760,4,4,1,2,6,5032030
1197,2,1,2,1,18,5723006
737,6,1,2,3,2,6225767
3579,2,5,2,1,11,17500409
936,3,5,1,0,17,5618382
638,1,3,2,1,14,3264814
2119,3,4,4,0,4,11802276
4185,4,2,4,0,10,21003483
3620,3,5,4,2,14,18520687
2923,3,4,3,2,19,14651232
3538,3,1,3,2,28,16451041
2466,6,4,2,0,14,12917306
2960,5,3,3,0,17,14755149
3326,2,3,2,2,4,16815303
1005,4,5,2,0,12,6604191
3066,1,1,2,0,9,14519657
3565,4,3,3,2,4,17855458
2175,1,2,4,3,24,10340722
2646,4,2,1,1,9,13804270
964,2,3,2,1,23,5270717
1250,2,3,3,0,23,6361342
1916,5,2,4,1,9,10947267
680,5,3,1,1,25,4411356
1225,5,1,3,1,11,7213924
3096,5,5,1,0,9,16602009
4419,5,3,1,1,25,21440644
2438,2,3,3,3,0,12511538
1212,1,2,3,1,8,6643956
4615,6,3,4,0,6,23192250
4042,6,2,4,3,17,20375218
1214,2,4,2,2,26,5697660
1450,1,2,1,1,19,6115505
2169,5,1,2,0,2,11464586
3001,5,1,2,0,17,14726011
4827,6,1,4,3,9,24520395
3452,2,2,1,0,21,15737680
795,5,2,1,1,6,5264023
3715,5,2,1,3,30,17226468
2412,4,4,4,0,9,13474740
1066,4,1,1,1,22,5421468
1255,5,1,4,2,1,7934155
747,1,2,2,1,0,4762027
2539,3,3,3,3,0,13692545
1127,3,5,4,3,11,6882350
4562,4,3,2,2,22,22130422
4262,2,2,1,3,24,19711642
2211,1,4,1,1,21,10271127
4627,6,1,1,0,10,22779473
4100,1,2,4,1,1,19745147
3768,4,1,1,2,19,17893047
2801,4,5,4,3,21,14788464
2511,6,2,2,1,22,12783116
985,1,4,1,2,16,5441065
572,1,5,4,0,8,4261828
897,5,4,2,1,5,6213204
2943,2,1,4,2,28,13503981
4521,3,3,2,1,7,21885359
3244,5,1,4,1,4,16848081
3162,5,2,3,2,23,15416674
3416,3,1,2,0,28,15476093
3947,1,2,3,1,24,18098971
2426,4,4,2,3,6,13132633
2077,2,2,1,0,8,10325110
2428,4,3,4,2,16,12552317
3885,4,3,4,3,30,18928783
2677,1,4,2,3,24,12139127
1567,1,4,2,0,14,7600588
3327,2,5,4,3,12,16410629
1498,3,3,3,0,16,7499463
1408,6,3,3,0,11,8596757
1960,5,1,3,1,22,9867666
1060,1,4,4,0,3,6141824
3667,1,2,4,0,2,17742981
1863,4,1,3,2,10,10177231
2708,4,3,3,1,23,13303581
4602,2,4,3,1,15,21883037
1233,3,1,2,2,28,6086622
2733,6,3,3,2,27,14092625
3401,6,4,4,0,0,18246581
556,1,1,4,1,4,3522663
1727,2,5,4,3,29,8601528
1529,6,1,4,1,12,9317098
4844,2,5,3,0,30,22457149
3161,6,4,1,1,8,16205303
1196,4,3,1,0,2,6930155
3873,6,3,1,1,8,20034396
4822,6,3,3,1,27,23580718
4381,4,1,1,3,5,21664340
4489,5,3,3,0,9,22651210
1984,5,3,3,2,19,11013222
3671,4,5,3,2,4,19545382
1192,6,4,3,3,4,8511707
3308,2,5,1,0,3,16421060
1047,6,4,2,2,9,7344848
2831,6,3,2,1,10,15246405
1462,4,2,2,1,13,7721026
4713,5,4,1,0,1,23203393
4145,1,4,1,1,21,19199193
2825,6,3,4,3,30,14091030
2461,1,3,3,2,2,12757298
2862,2,2,3,2,24,12986025
4938,2,2,4,1,21,22931857
4365,6,3,4,3,18,22124244
1521,6,2,1,1,13,9072762
3168,4,3,4,3,3,17174156
1178,3,5,2,0,26,6251173
4339,1,5,3,0,29,20082082
516,4,5,1,0,13,3647053
1123,3,4,3,2,12,7050677
1169,1,5,2,0,24,5765069
4247,3,3,2,2,27,20224420
4509,2,5,3,1,7,22111685
4455,3,5,4,3,0,22406750
4340,5,5,1,1,10,21534018
1913,3,1,2,0,24,8989866
752,5,2,2,3,15,5233524
994,5,4,4,3,23,6043477
1715,5,4,3,1,17,9442951
3457,4,1,4,2,12,17451300
4838,2,1,1,0,6,22637036
4369,1,5,1,3,1,21710625
2514,4,5,1,3,29,12761257
4060,5,2,2,0,15,20059435
787,5,5,2,2,16,5525999
1766,6,4,4,2,17,10458644
3853,6,2,4,2,1,20682329
4389,3,3,3,3,10,21463594
1591,4,4,4,2,21,8699092
1235,5,5,2,0,14,7771943
2723,4,4,3,0,27,13817600
830,2,3,3,1,24,3941411
999,2,4,2,3,19,5282235
977,2,2,4,2,11,5326677
3541,4,2,2,0,19,17339249
770,4,3,1,3,7,5216284
1208,4,5,3,1,20,6841698
2726,4,4,4,2,3,14548223
3306,6,5,2,3,24,17240619
702,1,3,2,3,23,3978041
3843,5,2,2,1,15,18799080
2388,2,3,2,1,17,11985516
3407,6,4,2,1,14,17278104
2294,4,2,2,2,24,11330891
2203,1,1,2,1,22,9707940
935,1,5,3,1,20,4775201
2556,1,2,4,0,8,12109108
2065,2,2,1,1,17,9487077
3507,4,1,2,2,20,16692015
4984,6,1,3,3,7,24789256
1327,5,5,3,0,15,8667099
3948,5,4,1,3,9,19953479
3420,3,3,2,0,11,16653243
4918,2,4,2,3,9,23212580
3147,2,2,4,1,20,14993303
4011,5,5,3,1,8,20960585
1587,5,5,2,0,7,9724032
4242,5,5,4,1,21,20960487
1157,6,3,1,1,5,7205698
4676,3,5,4,2,25,22372428
1161,6,1,2,2,0,7639864
4070,4,5,4,0,12,20692623
4249,2,3,4,3,15,20068668
2939,5,5,4,1,4,16312192
3435,6,5,1,0,7,18110872
3243,2,3,2,3,12,15470600
1750,1,3,3,3,7,9626629
4118,3,2,4,1,19,19714043
2606,5,3,3,0,6,14060355
3349,3,3,4,2,13,17037021
3514,2,1,4,0,16,16427431
2279,1,1,2,0,0,11249852
1699,6,4,2,3,21,9689809
2314,6,2,3,3,21,12646334
4278,2,2,2,1,9,20663722
4636,4,3,2,0,13,22511957
3706,1,1,1,0,19,15887880
2976,5,5,4,3,23,15904584
687,6,4,2,1,13,5266078
2992,4,5,2,3,16,15338765
3474,6,3,1,3,13,18166575
977,5,1,2,3,3,7009572
3898,3,3,1,0,9,18608074
4520,2,3,4,3,30,21042562
2958,3,4,2,1,17,14522876
4998,1,3,2,0,21,22488870
3686,4,3,1,1,14,18005664
2981,6,4,4,0,18,15768845
4921,5,2,4,2,7,24849391
2662,3,1,4,2,19,12653732
4623,1,4,2,2,1,22010573
2463,1,5,4,2,12,12924683
1854,3,2,3,1,11,9406334
4828,4,5,3,1,3,24021732
1336,6,3,4,0,26,7458556
4632,4,1,1,0,6,21940153
3042,4,5,3,3,13,15489725
2954,5,1,2,3,12,14765165
4115,3,4,4,0,21,20045205
1171,4,1,2,1,3,7271457
3269,1,2,4,2,11,15738526
3848,6,5,1,0,1,20542098
2979,1,3,2,1,6,14296416
1573,5,4,4,0,3,10183008
2330,5,3,3,0,24,12239508
712,2,5,3,3,6,5582184
4748,1,1,1,0,5,22163127
2910,3,4,1,0,29,13387987
948,4,1,3,0,6,6273714
3786,6,3,1,2,10,18913682
1277,6,5,2,3,17,8255799
1167,5,4,4,0,15,6909665
4893,1,3,2,1,22,21889350
3495,1,4,1,3,2,16838664
2302,2,2,1,1,8,11313490
3391,2,2,1,2,1,16757563
927,2,4,1,3,15,5152359
4777,5,3,4,1,22,23167274
2588,5,1,4,3,3,13667610
1985,4,2,1,1,29,8894938
3681,5,3,1,3,10,18628707
1264,2,1,1,3,1,7259851
1019,5,1,1,1,27,5386131
2384,6,5,2,1,1,13568955
3158,3,5,4,1,1,16711039
1734,2,1,3,2,19,8254385
4636,6,5,1,0,28,22522980
3669,6,1,4,0,30,17412707
3443,1,3,2,0,2,16241330
901,2,4,1,0,12,5328705
2745,1,5,1,2,8,13885944
3834,1,5,1,3,29,17160171
2602,1,5,2,2,13,12950316
3167,3,3,3,0,26,14825061
594,5,3,1,3,26,3561100
4241,3,3,4,3,19,20619083
2305,6,5,3,0,15,12642918
1660,5,3,1,2,4,9917466
631,3,5,3,3,29,4440640
4129,4,2,3,1,21,19978566
4871,3,4,4,3,19,23159232
3329,2,1,1,3,30,15128794
2840,4,2,4,0,15,14037749
3574,5,3,1,1,30,17253319
3673,2,5,4,3,2,18555335
3696,4,2,4,3,0,19437299
2053,3,5,2,2,25,10875450
3776,5,5,4,3,20,18940205
1523,4,3,4,1,26,8075309
4522,6,3,1,1,2,23339411
3481,4,2,2,0,22,16947866
1708,3,2,3,1,30,7748943
3286,2,3,4,0,0,16633306
3129,6,5,3,3,28,15796055
4207,2,1,3,0,10,19991750
1730,1,3,2,2,6,9189826
1218,2,1,3,2,29,5414805
636,3,5,2,2,21,3868671
2484,2,2,1,0,19,10967335
1703,5,3,3,1,23,8777797
2770,6,1,3,0,25,14112228
4909,4,5,2,2,22,24141488
2112,6,4,4,1,22,12120319
2988,1,2,1,0,13,14121762
4849,2,2,1,1,15,22473457
4735,1,5,1,0,30,20802205
3636,2,3,2,3,11,17597662
4754,5,4,2,2,11,23671413
4378,4,3,3,1,13,21124563
2961,5,5,2,1,23,15368476
4546,6,2,3,2,9,23141179
2021,2,3,2,2,3,10215392
4316,5,5,2,0,10,21270299
2544,3,3,3,1,17,12919979
4819,2,5,4,1,0,23760222
4115,4,4,4,3,29,19864767
862,5,2,4,2,10,6320101
4600,4,1,2,0,20,21395596
3067,2,1,2,3,17,14228890
2053,1,3,2,3,4,10138410
782,4,3,1,2,25,4195119
2301,1,1,1,3,2,10995336
2844,3,2,4,2,11,14590210
4279,3,3,2,1,2,21179569
4422,1,1,3,1,7,20957456
2490,3,5,4,1,19,12808127
4328,1,1,1,0,23,18692029
2978,2,3,3,3,11,15075785
4946,6,3,4,0,23,24163461
4788,5,1,4,3,1,24590081
1571,1,3,2,3,19,7387020
2280,4,4,2,1,15,12356887
2863,5,1,2,1,3,14501458
1871,2,2,3,2,17,8762446
4096,1,3,4,1,21,18605374
3057,6,5,2,3,17,16292330
3036,4,4,4,2,0,16443341
647,2,4,4,3,27,4160850
3393,4,1,1,3,12,16770379
1640,2,5,2,0,27,7619776
4913,2,1,2,3,27,22221779
1851,4,5,3,3,4,11026887
2641,6,2,2,1,27,12646132
2952,6,3,4,1,21,15631431
800,4,4,4,0,28,4586433
4948,3,2,1,1,6,23280633
2667,2,3,3,0,3,13547655
3033,4,3,1,1,30,13972585
1985,1,1,4,1,14,9516903
1223,4,1,3,1,25,6098042
2567,6,5,1,0,22,13332223
3269,5,3,3,2,18,17037826
2613,2,1,2,3,18,12549866
2116,1,2,4,1,29,9694833
3726,3,5,4,1,15,18536167
4278,4,5,4,3,15,21484891
2217,3,5,4,0,6,12550434
3028,1,4,3,0,18,14138855
2302,5,1,3,1,13,12283833
4525,2,2,2,0,21,20963326
4514,4,1,3,0,1,21711541
1114,1,2,1,2,9,5664225
501,3,3,2,1,13,3267812
4591,5,2,1,2,18,22142534
604,1,1,4,0,25,3047127
3649,3,4,1,2,26,17329887
1233,3,4,2,0,12,6924752
3620,4,2,4,3,5,18078345
3730,1,1,2,1,14,16675006
4041,3,2,2,0,11,19268138
3669,5,5,4,1,28,18090425
3474,5,4,1,2,11,18192452
4136,5,2,2,3,14,19919458
1471,1,3,3,0,26,6658707
4588,2,2,4,0,26,21060715
3973,5,3,4,3,24,19244388
786,5,3,4,1,30,4700613
4603,4,4,3,1,30,21994211
2093,4,3,3,3,1,11594887
3634,2,2,4,3,26,16969732
3975,3,5,4,2,23,19288540
4745,4,4,4,2,26,22964205
2671,4,1,3,2,26,12928380
2454,3,4,3,2,20,11930831
1562,3,1,3,1,14,7998207
1889,5,1,3,3,10,10871668
2359,6,5,3,2,28,12193796
2441,4,3,3,0,24,12039954
4800,1,3,2,1,6,22864828
4871,3,4,2,1,23,23006156
1490,2,4,4,2,23,7805357
851,6,3,1,3,7,6310374
2212,1,3,1,2,0,11460768
3664,2,2,3,0,10,17046380
875,6,2,4,2,16,5879155
4866,4,5,4,1,6,24931126
2886,4,4,3,3,8,15562254
3728,4,1,2,1,27,17624746
1618,4,2,4,2,3,9382980
1701,1,5,3,0,1,9774233
1227,1,2,4,3,1,7077897
4868,1,5,3,0,12,22869555
4741,3,5,4,3,18,23399137
4344,2,5,2,1,27,20573064
677,4,1,3,2,6,5229152
3133,4,3,3,3,16,15967203
2223,3,1,3,1,13,10536744
2021,4,1,4,3,10,10848232
4353,1,4,1,0,30,19006188
1993,2,4,1,1,18,9333620
1543,2,4,4,2,11,8720780
4767,3,1,2,1,15,22132701
4600,4,1,3,0,15,21906894
1041,1,4,3,0,28,4365917
4000,3,1,4,0,30,18177174
4823,2,5,3,3,16,23519748
2702,5,2,1,1,8,13951684
3377,4,2,4,2,21,16345080
559,3,3,2,3,5,4404544
973,5,1,2,0,27,5002127
4645,2,4,3,1,23,22196784
1177,4,4,3,2,30,6220275
2688,1,5,3,1,0,13655613
2025,6,1,4,2,13,10767825
3303,2,4,1,0,23,15142668
